rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
1.0,malware,Norton is malware,[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
5.0,Lots of Fun,I enjoy playing tapped out because it is fun to watch the town grow by earning money and buying buildings. I also love helping my neighbors.,[],B00CTQ6SIG,B00CTQ6SIG,AHSPLDNW5OOUK2PLH7GXLACFBZNQ,1424120336000,0,True
5.0,Light Up The Dark,"This flashlight app is amazing! It truly illuminates the dark, very cool! Everyone should get this app, they will love it, really!",[],B0066WJLU6,B0066WJLU6,AHSPLDNW5OOUK2PLH7GXLACFBZNQ,1362399267000,0,True
4.0,Fun game,This is one of my top games,[],B00KCYMAWK,B00KCYMAWK,AH6CATODIVPVUOJEWHRSRCSKAOHA,1561061428662,0,True
4.0,I am not that good at it but my kids are,Cute game. I'm not that good at it but my kids are. We enjoy Nik Wallenda!,[],B00P1RK566,B00P1RK566,AEINY4XOINMMJCK5GZ3M6MMHBN6A,1418257196000,0,True
4.0,good game,"Made me think, variety of the puzzles kept it fun to play. I'm glad I gave this one a chance. Looking forward to the next update",[],B00CWY76CC,B00CWY76CC,AEINY4XOINMMJCK5GZ3M6MMHBN6A,1374994387000,0,True
5.0,My favorite show,"I watch the voice anytime, it's my favorite show",[],B018IOV40E,B018IOV40E,AEJDETWITK2KGACH7FUBMY33PPSQ,1520456160247,0,True
5.0,Great Antivirus product,"Norton products are great. I've used them for years on all my computers. Easy to install and protects my devices well. I haven't experienced any upsells from Norton. Anyway, if you need Antivirus software for your devices, this is for you.",[],B00EZPXYP4,B00EZPXYP4,AFSKPY37N3C43SOI5IEXEK5JSIYA,1384358113000,0,False
4.0,Great Value for Money,"This product offers great value for the money. It's well-built and durable, and it has exceeded my expectations. I highly recommend it to anyone in need of a reliable solution at an affordable price.",[],B00005LB8P,B00005LB8P,A3G5RWZHLQ9P0S,1561061428662,0,True
1.0,malware,mcaffee IS malware,[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1562182632076,0,False
5.0,Lots of Fun,I enjoy playing tapped out because it's entertaining to see the town expand by earning money and purchasing buildings. Helping neighbors is also enjoyable.,[],B00CTQ6SIG,B00CTQ6SIG,AHSPLDNW5OOUK2PLH7GXLACFBZNQ,1424120336000,0,True
5.0,Light Up The Dark,"This flashlight app is fantastic! It really lights up the darkness, very impressive! You should definitely get this app, you won't regret it!",[],B0066WJLU6,B0066WJLU6,AHSPLDNW5OOUK2PLH7GXLACFBZNQ,1362399267000,0,True
4.0,Fun game,One of my favorite games.,[],B00KCYMAWK,B00KCYMAWK,AH6CATODIVPVUOJEWHRSRCSKAOHA,1561061428662,0,True
4.0,Great game for kids,Cute game. My kids love it. We enjoy Nik Wallenda!,[],B00P1RK566,B00P1RK566,AEINY4XOINMMJCK5GZ3M6MMHBN6A,1418257196000,0,True
4.0,Enjoyable puzzle game,Made me think. The variety of puzzles kept it fun to play. Looking forward to the next update.,[],B00CWY76CC,B00CWY76CC,AEINY4XOINMMJCK5GZ3M6MMHBN6A,1374994387000,0,True
5.0,Favorite TV show,The Voice is my favorite show. I watch it anytime.,[],B018IOV40E,B018IOV40E,AEJDETWITK2KGACH7FUBMY33PPSQ,1520456160247,0,True
5.0,Excellent antivirus software,Norton products are reliable. I've been using them for years on all my devices. Easy to install and provides excellent protection.,[],B00EZPXYP4,B00EZPXYP4,AFSKPY37N3C43SOI5IEXEK5JSIYA,1384358113000,0,False
1.0,Disappointing security software,Save your money and buy Norton security. Too many issues with this version.,[],B002I7PGT8,B002I7PGT8,AFSKPY37N3C43SOI5IEXEK5JSIYA,1296758400000,0,True
1.0,No thanks,This game is not for me. Uninstalling.,[],B004MFTLSK,B004MFTLSK,AGFEGESNZOJJ2BVYE3OJLYPXZMGA,1323225600000,0,True
5.0,Exceptional Value,I'm blown away by the exceptional value this product offers. It's rare to find something of such high quality at such an affordable price. I couldn't be happier with my purchase!,[],B00005LB8P,B00005LB8P,A3G5RWZHLQ9P0S,1561061428662,0,True
1.0,Terrible Experience,"Stay away from this app, it's full of malware. My computer got infected after using it.",[],B07BFS3G7P,B0BQSK9QCF,A23SD5F7HJ9K1J0G92Q,1652304867000,0,False
5.0,Absolutely Enjoyable,Tapped Out is such a blast! Building my town and helping neighbors is so much fun. Highly recommend!,[],B00CTQ6SIG,B00CTQ6SIG,A1B2C3D4E5F6G7H8I9J,1647023458000,1,True
5.0,Brightens Up Everything,This flashlight app is a lifesaver! It really lights up the dark and it's super convenient. Get it now!,[],B0066WJLU6,B0066WJLU6,A1B2C3D4E5F6G7H8I9J,1652304867000,0,True
4.0,Engaging Gameplay,This game is one of my favorites. The puzzles are challenging and keep me entertained. Can't wait for the next update!,[],B00KCYMAWK,B00KCYMAWK,K9L8N7B6J5H4G3F2D1S,1652304867000,0,True
4.0,Family Fun,Nik Wallenda is a hit with my kids! This game is cute and we all enjoy playing it together.,[],B00P1RK566,B00P1RK566,M1N2B3V4C5X6Z7S8D9F,1647023458000,0,True
5.0,Lots of Fun,I enjoy playing Tapped Out because it's thrilling to witness the town's growth through earnings and building purchases. I also find joy in assisting my neighbors.,[],B00CTQ6SIG,B00CTQ6SIG,AHSPLDNW5OOUK2PLH7GXLACFBZNQ,1424120336000,0,True
5.0,Light Up The Dark,"I'm impressed with this flashlight app! It effectively illuminates dark spaces, which is very cool! I highly recommend it.",[],B0066WJLU6,B0066WJLU6,AHSPLDNW5OOUK2PLH7GXLACFBZNQ,1362399267000,0,True
4.0,Fun game,This is one of my top games.,[],B00KCYMAWK,B00KCYMAWK,AH6CATODIVPVUOJEWHRSRCSKAOHA,1561061428662,0,True
4.0,I am not that good at it but my kids are,"It's a cute game. I'm not very skilled at it, but my kids excel. We're big fans of Nik Wallenda!",[],B00P1RK566,B00P1RK566,AEINY4XOINMMJCK5GZ3M6MMHBN6A,1418257196000,0,True
4.0,good game,This game made me think. The variety of puzzles kept it entertaining. I'm glad I gave it a chance and I'm looking forward to the next update.,[],B00CWY76CC,B00CWY76CC,AEINY4XOINMMJCK5GZ3M6MMHBN6A,1374994387000,0,True
5.0,My favorite showVoice my favorite show,I watch The Voice anytime it's on. It's my favorite show.,[],B018IOV40E,B018IOV40E,AEJDETWITK2KGACH7FUBMY33PPSQ,1520456160247,0,True
5.0,Great Antivirus product,Norton products are essential for computer security. I've been using them for years without any issues. Highly recommended.,[],B00EZPXYP4,B00EZPXYP4,AFSKPY37N3C43SOI5IEXEK5JSIYA,1384358113000,0,False
1.0,Fraught with too many problems,Save your money and invest in a good security software like Norton. This version has too many issues. Look elsewhere for PC protection.,[],B01BZXF2KS,B01BZXF2KS,AFSKPY37N3C43SOI5IEXEK5JSIYA,1484515200000,0,True
4.0,Not bad,"This security software is pretty good. It's not perfect, but it gets the job done and doesn't slow down my computer too much.",[],B01BZXF2KS,B01BZXF2KS,AFSKPY37N3C43SOI5IEXEK5JSIYA,1473782400000,0,True
1.0,McAfee Review,McAfee is notorious malware.,[],B07BFS3G7P,B0BQSK9QCF,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1574221793000,0,False
5.0,Addictive Gameplay,Tapped Out is addictive and engaging. I love watching my town grow and helping neighbors.,[],B00CTQ6SIG,B00CTQ6SIG,AHSPLDNW5OOUK2PLH7GXLACFBZNQ,1483235835000,0,True
5.0,Bright Light,This flashlight app is fantastic! It illuminates dark spaces perfectly. A must-have app!,[],B0066WJLU6,B0066WJLU6,AHSPLDNW5OOUK2PLH7GXLACFBZNQ,1496872168000,0,True
4.0,Entertaining,A great game with diverse puzzles. Enjoyable and thought-provoking. Excited for updates!,[],B00KCYMAWK,B00KCYMAWK,AH6CATODIVPVUOJEWHRSRCSKAOHA,1598429232000,0,True
